cnjs
1006584-12.2022.8.26.0482
1013063-58.2022.8.26.0114
1002106-71.2022.8.26.0704 
1019585-49.2022.8.26.0002
1031162-21.2022.8.26.0100/0020062-18.2024.8.26.0100
1003080-82.2022.8.26.0066
0076653-69.2022.8.19.0001
1019983-93.2022.8.26.0002
1009346-86.2022.8.26.0001
1004622-18.2022.8.26.0008
0078876-92.2022.8.19.0001
0078902-90.2022.8.19.0001
1007989-53.2022.8.26.0007
1006225-38.2022.8.26.0005
1020364-04.2022.8.26.0002
1009792-89.2022.8.26.0001
5129025-03.2022.8.13.0024
5001471-42.2022.8.21.1001    
0748370-28.2022.8.07.0001
5001550-24.2022.8.13.0878
1033240-85.2022.8.26.0100/0013286-66.2022.8.12.0001
1005632-67.2022.8.26.0309
5006676-73.2022.8.13.0290
1006885-38.2022.8.26.0003 
1003654-44.2022.8.26.0248
5005736-84.2022.8.24.0005
5008584-77.2022.8.21.0021   
1007770-24.2022.8.26.0562 
0003781-72.2022.8.19.0028
1003028-24.2022.8.26.0604
1004051-44.2022.8.26.0009
1004805-98.2022.8.26.0004
EXTINTO
1004497-14.2022.8.26.0020

1015481-66.2022.8.26.0114
0849113-24.2022.8.14.0301
1004504-06.2022.8.26.0020
1010857-22.2022.8.26.0001
1004509-28.2022.8.26.0020
1007784-32.2022.8.26.0554
1000702-89.2022.8.26.0443
0097663-72.2022.8.19.0001
1046652-83.2022.8.26.0100/0200370-64.2022.8.06.0136
1004524-94.2022.8.26.0020
1001551-07.2022.8.26.0655
1008906-42.2022.8.26.0405/5036691-85.2022.8.08.0024
1023249-88.2022.8.26.0002 
1001213-97.2022.8.26.0666/5003262-61.2023.8.13.0701
5054541-64.2022.8.21.0001
1004271-42.2022.8.26.0009/2069389-38.2023.8.26.0000
1029614-61.2022.8.26.0002
0102728-48.2022.8.19.0001
1012056-79.2022.8.26.0001 
1025797-86.2022.8.26.0002 
0115006-81.2022.8.19.0001
1025814-25.2022.8.26.0002
1002206-71.2022.8.26.0010
1040644-90.2022.8.26.0100 
1040666-51.2022.8.26.0100
1041089-11.2022.8.26.0100
1010082-56.2022.8.26.0405
ENCERRADO
1003394-48.2022.8.26.0609
1010098-10.2022.8.26.0405 
0117540-95.2022.8.19.0001
1004889-93.2022.8.26.0006
ACORDO
1041254-58.2022.8.26.0100
1001158-11.2022.8.26.0323
1008391-43.2022.8.26.0005
1003878-76.2022.8.26.0152
1003511-17.2022.8.26.0099
1045815-28.2022.8.26.0100 
1010485-67.2022.8.26.0003
1005719-17.2022.8.26.0020
1005722-69.2022.8.26.0020 
1011641-56.2022.8.26.0564
1005912-68.2022.8.26.0008
0007587-98.2022.8.19.0066
1001389-74.2022.8.26.0505
1019306-18.2022.8.26.0114/2243195-51.2022.8.26.0000
1000893-43.2022.8.26.0150
1007770-51.2022.8.26.0068 
1009754-67.2022.8.26.0554
ENCERRADO
5005869-16.2022.8.21.0004 
1029450-96.2022.8.26.0002
1003930-74.2022.8.26.0604
1011787-97.2022.8.26.0564
1046515-04.2022.8.26.0100
1001388-25.2022.8.26.0106
1004262-17.2022.8.26.0127 
1011115-95.2022.8.26.0562
5010309-23.2022.8.24.0020
1004208-75.2022.8.26.0604
1005231-47.2022.8.26.0510 
1009736-44.2022.8.26.0005/1012553-81.2022.8.26.0005
1010482-11.2022.8.26.0554
0128255-02.2022.8.19.0001
1012412-56.2022.8.26.0007 / 0008415-14.2024.8.26.0007
1010484-78.2022.8.26.0554 
1017846-84.2022.8.26.0602
1002274-44.2022.8.26.0358 
1002164-68.2022.8.26.0318/0001252-20.2024.8.26.0318
1007464-19.2022.8.26.0477
1005378-53.2022.8.26.0161
0128818-93.2022.8.19.0001
1049493-51.2022.8.26.0100
1006936-68.2022.8.26.0223
1004494-14.2022.8.26.0132
1003498-46.2022.8.26.0704
1004158-12.2022.8.26.0099
1006244-96.2022.8.26.0020 
1004252-94.2022.8.26.0604
1049867-67.2022.8.26.0100
5003786-03.2022.8.24.0082
1012189-18.2022.8.26.0003
0128887-28.2022.8.19.0001
1004169-41.2022.8.26.0099
1031838-69.2022.8.26.0002
1014720-83.2022.8.26.0001
1020891-08.2022.8.26.0114
1012561-52.2022.8.26.0007
1049968-07.2022.8.26.0100
1008950-20.2022.8.26.0451
1006262-20.2022.8.26.0020
1007111-40.2022.8.26.0004
1033921-58.2022.8.26.0002
0007111-35.2022.8.19.0042
1012986-49.2022.8.26.0405
0141772-74.2022.8.19.0001
5010964-91.2022.8.21.0015
5015803-41.2022.8.21.0022   
5089263-27.2022.8.21.0001
0779464-75.2022.8.04.0001 
1052894-58.2022.8.26.0100
0135214-86.2022.8.19.0001
1003616-50.2022.8.26.0048
1001937-34.2022.8.26.0462
1033774-32.2022.8.26.0002 
1006255-70.2022.8.26.0006 
1013305-47.2022.8.26.0007/0802810-85.2025.8.19.0210
0003810-03.2022.8.19.0003
1001592-69.2022.8.26.0106
1002542-12.2022.8.26.0322
1026718-69.2022.8.26.0576 
1004892-95.2022.8.26.0152 
1011280-69.2022.8.26.0554
1022255-15.2022.8.26.0114 
1004893-80.2022.8.26.0152
1002616-34.2022.8.26.0268 
0006878-43.2022.8.19.0202
1003688-09.2022.8.26.0704
1001844-75.2022.8.26.0299
1008859-12.2022.8.26.0068 
1006610-38.2022.8.26.0020
1020320-28.2022.8.26.0602
1022693-02.2022.8.26.0224
5036462-28.2022.8.08.0024
5005206-62.2022.8.21.0038
1022695-69.2022.8.26.0224
1013763-34.2022.8.26.0405
1002446-35.2022.8.26.0568
1003716-15.2022.8.26.0271
1013315-09.2022.8.26.0196
1006251-24.2022.8.26.0009
1006226-40.2022.8.26.0161 
1004357-79.2022.8.26.0278 
1007571-27.2022.8.26.0004 
0009797-96.2022.8.19.0204
1006262-06.2022.8.26.0348 
1023585-47.2022.8.26.0114
Acordo em vigência
1023590-69.2022.8.26.0114
1007899-76.2022.8.26.0223
1011873-05.2022.8.26.0003
1005327-47.2022.8.26.0127
1010190-23.2022.8.26.0361
5013903-06.2022.8.24.0033   
5004361-11.2022.8.24.0082
5005131-44.2022.8.24.0004
1056699-19.2022.8.26.0100
1036407-16.2022.8.26.0002 
5002775-76.2022.8.21.1001/5015559-17.2022.8.21.0086      
Acordo administrativo sendo tratado - Aguardar
0003490-68.2022.8.16.0024
ENCERRADO
0016384-25.2022.8.19.0014
1002971-97.2022.8.26.0024
1015255-69.2022.8.26.0564
1037487-15.2022.8.26.0002 
1024016-69.2022.8.26.0506
1006911-27.2022.8.26.0006
1058758-77.2022.8.26.0100
1006950-24.2022.8.26.0006
1024680-15.2022.8.26.0114
1010566-09.2022.8.26.0361
5028140-83.2022.8.08.0035
5011292-22.2022.8.13.0313
1024148-02.2022.8.26.0224
1058860-02.2022.8.26.0100 
EXTINTO
Acordo em vigência
5004423-22.2022.8.21.5001        
5115071-84.2022.8.13.0024
5026360-69.2022.8.08.0048
0004027-52.2022.8.16.0028
0747843-76.2022.8.07.0001
5004385-41.2022.8.13.0342/5013366-12.2023.8.13.0702
5116927-83.2022.8.13.0024 
1037772-08.2022.8.26.0002
1001003-33.2022.8.26.0153/1000798-67.2023.8.26.0153
1001736-57.2022.8.26.0360
1009528-76.2022.8.26.0032 
1037819-79.2022.8.26.0002
1039503-39.2022.8.26.0002
1025507-14.2022.8.26.0506
0018934-29.2022.8.19.0002
1011046-08.2022.8.26.0451
1014624-52.2022.8.26.0071 
1012878-62.2022.8.26.0003
1003894-55.2022.8.26.0176
1000957-92.2022.8.26.0040 
1000820-41.2022.8.26.0160
1007744-03.2022.8.26.0020
1002277-32.2022.8.26.0347
LOCALIZAR
ACORDO
5122851-75.2022.8.13.0024
0012013-90.2022.8.16.0017
0009016-80.2022.8.16.0035
0014042-64.2022.8.16.0001
0818817-35.2022.8.20.5124
1006094-85.2022.8.26.0127 
1017338-58.2022.8.26.0564
1014182-92.2022.8.26.0554 
0004597-26.2022.8.16.0129
0007046-53.2022.8.16.0194
ACORDO SEM DISTRIBUIÇÃO DO PROCESSO
0748376-35.2022.8.07.0001
0748382-42.2022.8.07.0001 
1006927-06.2022.8.26.0127 
0016800-11.2022.8.19.0008
1048202-19.2022.8.26.0002
1048523-54.2022.8.26.0002 
1008480-54.2022.8.26.0009 
1018761-45.2022.8.26.0405
1015076-66.2022.8.26.0005
1050155-18.2022.8.26.0002
1005643-24.2022.8.26.0624
1002565-90.2022.8.26.0666/1000593-17.2024.8.26.0666
1019781-04.2022.8.26.0007
1019793-18.2022.8.26.0007
0003749-43.2022.8.19.0036/0807270-26.2023.8.19.0036
1005144-22.2022.8.26.0533
0856913-06.2022.8.14.0301
5122656-40.2022.8.21.0001
5009627-34.2022.8.21.0026
0003992-69.2022.8.16.0165
1002533-25.2022.8.26.0201
5033420-79.2022.8.24.0038
0016204-24.2022.8.19.0203
1013163-65.2022.8.26.0032
1002983-58.2022.8.26.0462 
1002928-14.2022.8.26.0299
0030255-61.2022.8.19.0002
1082440-61.2022.8.26.0100
1005362-50.2022.8.26.0533
1002717-39.2022.8.26.0505
1020931-87.2022.8.26.0405
1007818-27.2022.8.26.0127
0017703-51.2022.8.16.0001
5169721-81.2022.8.13.0024
5036566-07.2022.8.13.0145
5012712-84.2022.8.24.0045   
0726876-48.2022.8.02.0001 
0747851-53.2022.8.07.0001
0747864-52.2022.8.07.0001
1018097-56.2022.8.26.0003
1022263-22.2022.8.26.0007
1022270-14.2022.8.26.0007
1056080-92.2022.8.26.0002
5144518-67.2022.8.21.0001    
0005694-23.2022.8.16.0174
1010082-80.2022.8.26.0009
0747874-96.2022.8.07.0001
EXTINTO
0049600-58.2022.8.16.0014
0005322-09.2022.8.16.0034
0027496-51.2022.8.16.0021
0816538-72.2022.8.14.0006
1008659-22.2022.8.26.0127
1027838-29.2022.8.26.0001
1003649-65.2022.8.26.0363
1023839-50.2022.8.26.0007 
1019370-70.2022.8.26.0003 
1060092-52.2022.8.26.0002
1038573-61.2022.8.26.0506
1023459-94.2022.8.26.0405
1094631-41.2022.8.26.0100
1060587-96.2022.8.26.0002 
1000792-18.2022.8.26.0146 
5028153-82.2022.8.08.0035
1001220-75.2022.8.26.0315
1096207-69.2022.8.26.0100
1096219-83.2022.8.26.0100
0820956-88.2022.8.19.0208
1041974-41.2022.8.26.0224
1008031-18.2022.8.26.0229
1028662-85.2022.8.26.0001
1020869-85.2022.8.26.0554
1012167-06.2022.8.26.0020
0010371-36.2022.8.16.0194
0009771-87.2022.8.16.0170/5004732-92.2023.8.08.0014 
5023362-58.2022.8.21.0019
1025347-31.2022.8.26.0007
1063996-80.2022.8.26.0002 
1006987-91.2022.8.26.0704
1002883-55.2022.8.26.0575
1029668-30.2022.8.26.0001
1064061-75.2022.8.26.0002
1008727-93.2022.8.26.0604 
1013279-46.2022.8.26.0008
1005026-21.2022.8.26.0024
0038033-82.2022.8.19.0002
1013410-82.2022.8.26.0020
1005531-56.2022.8.26.0268
1009251-75.2022.8.26.0609
1003826-27.2022.8.26.0299
1014549-20.2022.8.26.0004 / 0005235-96.2024.8.26.0004
1031465-41.2022.8.26.0001 
1068313-24.2022.8.26.0002
1046264-02.2022.8.26.0224
1031492-24.2022.8.26.0001 
0266764-10.2022.8.19.0001
5009942-82.2022.8.21.6001
0881305-10.2022.8.14.0301
5107691-07.2022.8.24.0023   
1073132-04.2022.8.26.0002/0017189-48.2024.8.26.0002
1058035-85.2022.8.26.0576 
1114373-52.2022.8.26.0100
1022603-69.2022.8.26.0005
1005202-81.2022.8.26.0191
1013433-90.2022.8.26.0161
1048225-17.2022.8.26.0114/0014166-49.2024.8.26.0114
1114486-06.2022.8.26.0100
1004084-37.2022.8.26.0299
1014458-76.2022.8.26.0020
1012570-08.2022.8.26.0009
1024668-39.2022.8.26.0554
1001585-70.2022.8.26.0464
1003166-20.2022.8.26.0659
1012576-18.2022.8.26.0590/2013998-98.2023.8.26.0000
1029280-12.2022.8.26.0007
1010441-64.2022.8.26.0127
0015166-77.2022.8.19.0202
0015168-47.2022.8.19.0202
0040962-88.2022.8.19.0002
0830560-88.2022.8.19.0203
0826762-16.2022.8.19.0205
1029718-08.2022.8.26.0405
1050531-17.2022.8.26.0224
1011271-52.2022.8.26.0152
1007533-79.2022.8.26.0597
1010086-78.2022.8.26.0604
1018230-34.2022.8.26.0477
1014922-03.2022.8.26.0020
1002215-17.2022.8.26.0274
1075503-38.2022.8.26.0002 
1014976-66.2022.8.26.0020
1049745-12.2022.8.26.0114
0830152-61.2022.8.19.0021
5191579-21.2022.8.21.0001
5191689-20.2022.8.21.0001        
5006821-02.2022.8.24.0007
5023206-48.2022.8.24.0064 
5009042-38.2022.8.13.0338
1078787-54.2022.8.26.0002
1010041-82.2022.8.26.0278
1051599-41.2022.8.26.0114
1049741-60.2022.8.26.0506
1078830-88.2022.8.26.0002
1014461-73.2022.8.26.0006
1031596-95.2022.8.26.0007
1016894-56.2022.8.26.0004
1016236-20.2022.8.26.0008
1014979-48.2022.8.26.0011
0826487-55.2022.8.19.0209
Extinto
1015712-84.2022.8.26.0020
5004059-38.2022.8.21.0155 // 5003591-80.2023.8.24.0050
5024339-87.2022.8.21.0039  
0203603-70.2022.8.06.0071
1079158-18.2022.8.26.0002
1003218-63.2022.8.26.0514
1079173-84.2022.8.26.0002
EXTINTO
1024507-27.2022.8.26.0005
0792134-48.2022.8.04.0001
0792182-07.2022.8.04.0001
5197030-27.2022.8.21.0001 
5025898-90.2022.8.21.0003/5001054-42.2023.8.21.0003
0200438-06.2022.8.06.0074
0286999-58.2022.8.06.0001
0802323-91.2022.8.12.0024
0812546-72.2022.8.12.0002
1008847-86.2022.8.26.0362/0002182-03.2024.8.26.0362
0200729-25.2022.8.06.0100
1027917-95.2022.8.26.0554
1008654-53.2022.8.26.0271 
1016505-23.2022.8.26.0020
1014141-14.2022.8.26.0009
1007254-11.2022.8.26.0010 
1033231-14.2022.8.26.0007
1032879-26.2022.8.26.0405
1001569-23.2022.8.26.0301
1004659-36.2022.8.26.0108
1005960-28.2022.8.26.0428 
1131973-86.2022.8.26.0100
1054772-73.2022.8.26.0114 
1011311-21.2022.8.26.0609 
1004809-17.2022.8.26.0108
1023300-13.2022.8.26.0451
1085611-29.2022.8.26.0002
EXTINTO
5059917-84.2022.8.13.0702
5015715-89.2022.8.13.0518
5052743-50.2022.8.13.0079 /// 2159277-78.2023.8.13.0000
1004708-86.2022.8.26.0299
1022540-05.2022.8.26.0309
1034244-18.2022.8.26.0405
1012520-34.2022.8.26.0606
1086143-03.2022.8.26.0002
1026688-98.2022.8.26.0005
1010931-21.2022.8.26.0278
1034284-97.2022.8.26.0405
1026788-53.2022.8.26.0005 // 0005167-46.2024.8.26.0005
1032407-39.2022.8.26.0562
0019324-78.2022.8.16.0035
0009868-10.2022.8.16.0131
5009237-63.2022.8.08.0014
5030433-26.2022.8.21.0015
5007292-53.2022.8.21.0087
0801308-19.2022.8.20.5148
1009019-98.2022.8.26.0565 
0820460-65.2022.8.19.0206
5754099-37.2022.8.09.0051
5754282-08.2022.8.09.0051
5754526-34.2022.8.09.0051
5754661-69.2022.8.09.0011
5754828-04.2022.8.09.0006
5754979-29.2022.8.09.0051
5755076-29.2022.8.09.0051
5755141-24.2022.8.09.0051
5755168-45.2022.8.09.0006
5759709-83.2022.8.09.0051
5759808-53.2022.8.09.0051
5759964-74.2022.8.09.0137
1015848-90.2022.8.11.0055
1008284-10.2022.8.11.0007
1047279-87.2022.8.11.0041
8000961-79.2022.8.05.0206
1035985-93.2022.8.26.0405/0006786-72.2024.8.26.0405
1009044-17.2022.8.26.0176
1016381-26.2022.8.26.0348
1019432-10.2022.8.26.0004
1030593-16.2022.8.26.0554
1015260-77.2022.8.26.0019
1004480-97.2022.8.26.0045
1019435-62.2022.8.26.0004
1143004-06.2022.8.26.0100
1018748-73.2022.8.26.0008 
1060202-64.2022.8.26.0224
1091020-83.2022.8.26.0002
1028141-31.2022.8.26.0005
1014415-37.2022.8.26.0248 
1007207-33.2022.8.26.0270
1058730-67.2022.8.26.0114
5051556-95.2022.8.21.0010
5008445-65.2022.8.21.0041    
0059781-45.2022.8.17.2810
0169051-06.2022.8.17.2001
0169058-95.2022.8.17.2001
0020193-51.2022.8.17.2480
0005077-14.2022.8.17.3350
0017079-46.2022.8.17.2370
0169298-84.2022.8.17.2001
0858835-66.2022.8.12.0001
0827872-53.2022.8.19.0204
0820360-25.2022.8.19.0202
0800119-75.2023.8.19.0208
0800161-42.2023.8.19.0203
0800210-93.2023.8.19.0038
0700370-60.2023.8.07.0001
0700373-15.2023.8.07.0001
5005349-85.2023.8.09.0091
8000786-84.2023.8.05.0001
0000123-71.2023.8.16.0001
0000126-26.2023.8.16.0001 
1000981-06.2023.8.26.0002 
1000051-58.2023.8.26.0108 
1000013-22.2023.8.26.0601/0000245-80.2025.8.26.0601
1000365-91.2023.8.26.0564
1000026-32.2023.8.26.0177
1000247-28.2023.8.26.0011 
1000217-02.2023.8.26.0008
1000038-08.2023.8.26.0222
1000162-56.2023.8.26.0362
1000053-98.2023.8.26.0505
0800561-38.2023.8.19.0209
0800534-58.2023.8.19.0208
8002716-40.2023.8.05.0001
8000340-38.2023.8.05.0274
8000123-06.2023.8.05.0141
0800002-69.2023.8.20.5151
5000021-58.2023.8.13.0611/1001775-67.2024.8.26.0430
5003338-79.2023.8.13.0024
5000482-94.2023.8.24.0038   
0801900-69.2023.8.12.0001
0002481-93.2023.8.17.2001
8000709-32.2023.8.05.0274
8005543-24.2023.8.05.0001
1000464-86.2023.8.26.0006
1001202-79.2023.8.26.0554
1000567-87.2023.8.26.0008
1001136-61.2023.8.26.0405
1000890-06.2023.8.26.0554
1002838-87.2023.8.26.0002
1000429-86.2023.8.26.0278
1001455-77.2023.8.26.0001
1003027-65.2023.8.26.0002
1005625-86.2023.8.26.0100
1001480-90.2023.8.26.0001
1000136-39.2023.8.26.0045
0800545-78.2023.8.19.0211
0800546-63.2023.8.19.0211
0801821-65.2023.8.19.0205
5000851-69.2023.8.21.0039
5000964-19.2023.8.21.0008
5000621-31.2023.8.13.0433
5000493-59.2023.8.13.0223
1001202-79.2023.8.26.0554
1000454-57.2023.8.26.0292
1000563-27.2023.8.26.0533
1000440-68.2023.8.26.0229 
1002504-77.2023.8.26.0576
1001507-25.2023.8.26.0405
1006755-14.2023.8.26.0100
1000619-25.2023.8.26.0286
1000651-94.2023.8.26.0006
1002461-32.2023.8.26.0224
1002243-31.2023.8.26.0506
1001243-44.2023.8.26.0005 
1000451-62.2023.8.26.0079
1004012-34.2023.8.26.0002
1001316-91.2023.8.26.0562
1000721-64.2023.8.26.0248/0002340-12.2024.8.26.0248
1001580-27.2023.8.26.0007
1004065-15.2023.8.26.0002
1007513-90.2023.8.26.0100/0818411-87.2024.8.19.0042        
0001460-95.2023.8.16.0001 
0000542-92.2023.8.16.0033 
0801334-51.2023.8.14.0006
8009555-81.2023.8.05.0001
0801985-36.2023.8.19.0203
0802404-50.2023.8.19.0205
5000600-76.2023.8.24.0036  
5000833-26.2023.8.13.0183/5001126-81.2025.8.13.0132
1002296-72.2023.8.26.0001
1002302-79.2023.8.26.0001
1001809-84.2023.8.26.0007
1008500-29.2023.8.26.0100
1000410-64.2023.8.26.0445
1001124-25.2023.8.26.0477
1004670-58.2023.8.26.0002
1001412-36.2023.8.26.0068
1001828-98.2023.8.26.0554 
1001432-80.2023.8.26.0309
1002080-71.2023.8.26.0564
1000294-38.2023.8.26.0484/0840438-56.2025.8.19.0001
5054112-84.2023.8.09.0005
5054186-97.2023.8.09.0051
0801723-89.2023.8.19.0202
0800114-61.2023.8.19.0076
0801815-67.2023.8.19.0202
0002045-50.2023.8.16.0001
0207785-81.2023.8.06.0001 
0200219-76.2023.8.06.0035
0207986-73.2023.8.06.0001
5002998-04.2023.8.08.0048
0010028-87.2023.8.17.2001
5138273-72.2023.8.09.0087
0710446-46.2023.8.07.0001
0826552-58.2023.8.19.0001
